543_diameter-of-binary-tree	二叉树
1035_cousins-in-binary-tree	二叉树
2416_evaluate-boolean-binary-tree	二叉树
106_construct-binary-tree-from-inorder-and-postorder-traversal	二叉树
270_closest-binary-search-tree-value	二叉树
156_binary-tree-upside-down	二叉树
105_construct-binary-tree-from-preorder-and-inorder-traversal	二叉树
103_binary-tree-zigzag-level-order-traversal	二叉树
109_convert-sorted-list-to-binary-search-tree	二叉树
222_count-complete-tree-nodes	二叉树
108_convert-sorted-array-to-binary-search-tree	二叉树
94_binary-tree-inorder-traversal	二叉树
257_binary-tree-paths	二叉树
145_binary-tree-postorder-traversal	二叉树
144_binary-tree-preorder-traversal	二叉树
102_binary-tree-level-order-traversal	二叉树
637_average-of-levels-in-binary-tree	二叉树
107_binary-tree-level-order-traversal-ii	二叉树
110_balanced-binary-tree	二叉树
563_binary-tree-tilt	二叉树
199_binary-tree-right-side-view	二叉树
173_binary-search-tree-iterator	二叉树
1603_running-sum-of-1d-array	贪心
3034_points-that-intersect-with-cars	贪心
1514_minimum-value-to-get-positive-step-by-step-sum	贪心
1039_find-the-town-judge	贪心
1833_find-the-highest-altitude	贪心
1983_maximum-population-year	前缀和与差分
2005_check-if-all-the-integers-in-a-range-are-covered	前缀和与差分
444_sequence-reconstruction	图论
287_find-the-duplicate-number	图论
2220_find-all-possible-recipes-from-given-supplies	图论
210_course-schedule-ii	图论
1463_the-k-weakest-rows-in-a-matrix	栈与队列
2692_take-gifts-from-the-richest-pile	栈与队列
378_kth-smallest-element-in-a-sorted-matrix	栈与队列
1127_last-stone-weight	栈与队列
789_kth-largest-element-in-a-stream	栈与队列
3555_final-array-state-after-k-multiplication-operations-i	栈与队列
2585_delete-greatest-value-in-each-row	栈与队列
95_unique-binary-search-trees-ii	动态规划
96_unique-binary-search-trees	动态规划
118_pascals-triangle	动态规划
119_pascals-triangle-ii	动态规划
121_best-time-to-buy-and-sell-stock	动态规划
3343_count-numbers-with-unique-digits-ii	动态规划
1236_n-th-tribonacci-number	动态规划
1013_fibonacci-number	动态规划
867_new-21-game	动态规划
294_flip-game-ii	动态规划
1086_divisor-game	动态规划
300_longest-increasing-subsequence	动态规划
841_shortest-distance-to-a-character	数组双指针
268_missing-number	数组双指针
88_merge-sorted-array	数组双指针
2707_merge-two-2d-arrays-by-summing-values	数组双指针
2634_minimum-common-value	数组双指针
392_is-subsequence	数组双指针
350_intersection-of-two-arrays-ii	数组双指针
1486_find-the-distance-value-between-two-arrays	数组双指针
2231_find-first-palindromic-string-in-the-array	数组双指针
1980_faulty-sensor	数组双指针
2093_check-if-string-is-a-prefix-of-array	数组双指针
2232_adding-spaces-to-a-string	数组双指针
79_word-search	回溯
291_word-pattern-ii	回溯
78_subsets	回溯
90_subsets-ii	回溯
93_restore-ip-addresses	回溯
267_palindrome-permutation-ii	回溯
46_permutations	回溯
47_permutations-ii	回溯
131_palindrome-partitioning	回溯
17_letter-combinations-of-a-phone-number	回溯
22_generate-parentheses	回溯
254_factor-combinations	回溯
40_combination-sum-ii	回溯
77_combinations	回溯
216_combination-sum-iii	回溯
39_combination-sum	回溯
401_binary-watch	回溯
2650_split-with-minimum-sum	贪心
2264_minimum-sum-of-four-digit-number-after-splitting-digits	贪心
1329_minimum-cost-to-move-chips-to-the-same-position	贪心
1706_min-cost-to-connect-all-points	二叉树
170_two-sum-iii-data-structure-design	栈与队列
225_implement-stack-using-queues	栈与队列
232_implement-queue-using-stacks	栈与队列
362_design-hit-counter	栈与队列
